school_year,dpi_true_id,school_name,accurate_agency_type,total_enrollment
2018-19,0000_5720,Saint Margaret Mary School,MPCP,165
2018-19,0000_5720,Saint Margaret Mary School,SNSP,NA
2018-19,0000_2725,Saint Martin of Tours Parish School - Franklin,MPCP,5
2018-19,0000_2725,Saint Martin of Tours Parish School - Franklin,SNSP,5
2018-19,0000_5830,Saint Martini Lutheran School,MPCP,178
2018-19,0000_5830,Saint Martini Lutheran School,SNSP,4
2018-19,0000_6690,Saint Matthias Parish School,MPCP,120
2018-19,0000_6690,Saint Matthias Parish School,SNSP,NA
2018-19,0000_7135,Saint Paul's Lutheran School - Cudahy,MPCP,9
2018-19,0000_7135,Saint Paul's Lutheran School - Cudahy,SNSP,NA
2018-19,0000_7265,Saint Paul's Lutheran School - Muskego,MPCP,5
2018-19,0000_7265,Saint Paul's Lutheran School - Muskego,SNSP,NA
2018-19,0000_7240,Saint Paul's Lutheran School - West Allis,MPCP,47
2018-19,0000_7240,Saint Paul's Lutheran School - West Allis,SNSP,NA
2018-19,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,MPCP,119
2018-19,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,SNSP,NA
2018-19,0000_1302,Saint Philip's Lutheran School,MPCP,152
2018-19,0000_1302,Saint Philip's Lutheran School,SNSP,NA
2018-19,0000_1200,Saint Rafael the Archangel School,MPCP,303
2018-19,0000_1200,Saint Rafael the Archangel School,SNSP,0
2018-19,0000_7670,Saint Roman Parish School,MPCP,271
2018-19,0000_7670,Saint Roman Parish School,SNSP,0
2018-19,0000_7720,Saint Sebastian School,MPCP,212
2018-19,0000_7720,Saint Sebastian School,SNSP,NA
2018-19,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,MPCP,150
2018-19,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,SNSP,0
2018-19,0000_8371,Saint Thomas More High School,MPCP,239
2018-19,0000_8371,Saint Thomas More High School,SNSP,NA
2018-19,0000_3160,Saint Vincent Pallotti Catholic School,MPCP,165
2018-19,0000_3160,Saint Vincent Pallotti Catholic School,SNSP,NA
2018-19,0000_8075,Salam School,MPCP,747
2018-19,0000_8075,Salam School,SNSP,NA
2018-19,0000_8080,Salem Evangelical Lutheran School,MPCP,156
2018-19,0000_8080,Salem Evangelical Lutheran School,SNSP,NA
2018-19,0000_8190,Sharon Junior Academy,MPCP,22
2018-19,0000_8190,Sharon Junior Academy,SNSP,NA
2018-19,0000_1704,"Shining Star Christian Schools, Inc.",MPCP,389
2018-19,0000_1704,"Shining Star Christian Schools, Inc.",SNSP,0
2018-19,0000_8217,Siloah Lutheran School,MPCP,113
2018-19,0000_8217,Siloah Lutheran School,SNSP,NA
2018-19,0000_1048,Tamarack Waldorf School,MPCP,222
2018-19,0000_1048,Tamarack Waldorf School,SNSP,18
2018-19,0000_1776,The City School,MPCP,157
2018-19,0000_1776,The City School,SNSP,NA
2018-19,0000_8379,Torah Academy of Milwaukee,MPCP,25
2018-19,0000_8379,Torah Academy of Milwaukee,SNSP,3
2018-19,0000_1631,TransCenter for Youth,MPCP,89
2018-19,0000_1631,TransCenter for Youth,SNSP,23
2018-19,0000_8430,Trinity Lutheran School - Mequon,MPCP,41
2018-19,0000_8430,Trinity Lutheran School - Mequon,SNSP,NA
2018-19,0000_8547,Trinity Lutheran School - Waukesha,MPCP,2
2018-19,0000_8547,Trinity Lutheran School - Waukesha,SNSP,NA
2018-19,0000_1253,Victory Christian Academy,MPCP,199
2018-19,0000_1253,Victory Christian Academy,SNSP,NA
2018-19,0000_1627,Wells Street Academy,MPCP,9
2018-19,0000_1627,Wells Street Academy,SNSP,7
2018-19,0000_8710,Wisconsin Academy,MPCP,24
2018-19,0000_8710,Wisconsin Academy,SNSP,NA
2018-19,0000_8720,Wisconsin Lutheran High School - Milwaukee,MPCP,391
2018-19,0000_8720,Wisconsin Lutheran High School - Milwaukee,SNSP,NA
2018-19,0000_0320,Word of Life Evangelical Lutheran School,MPCP,71
2018-19,0000_0320,Word of Life Evangelical Lutheran School,SNSP,NA
2018-19,0000_8740,Yeshiva Elementary School,MPCP,201
2018-19,0000_8740,Yeshiva Elementary School,SNSP,NA
2018-19,0000_8800,Zion Lutheran School - Menomonee Falls,MPCP,30
2018-19,0000_8800,Zion Lutheran School - Menomonee Falls,SNSP,1
2019-20,0000_1652,Academy of Excellence,MPCP,860
2019-20,0000_1652,Academy of Excellence,SNSP,NA
2019-20,0000_0857,Aquinas Academy - Menomonee Falls,MPCP,17
2019-20,0000_0857,Aquinas Academy - Menomonee Falls,SNSP,NA
2019-20,0000_1263,"Atlas Preparatory Academy, Inc.",MPCP,607
2019-20,0000_1263,"Atlas Preparatory Academy, Inc.",SNSP,NA
2019-20,0000_1301,Atonement Lutheran School,MPCP,396
2019-20,0000_1301,Atonement Lutheran School,SNSP,NA
2019-20,0000_1791,"Bader Hillel High, Inc.",MPCP,25
2019-20,0000_1791,"Bader Hillel High, Inc.",SNSP,0
2019-20,0000_0105,Badger State Baptist School,MPCP,44
2019-20,0000_0105,Badger State Baptist School,SNSP,NA
2019-20,0000_1303,Believers in Christ Christian Academy,MPCP,229
2019-20,0000_1303,Believers in Christ Christian Academy,SNSP,NA
2019-20,0000_1304,Blessed Sacrament Catholic School,MPCP,160
2019-20,0000_1304,Blessed Sacrament Catholic School,SNSP,NA
2019-20,0000_1507,Blessed Savior Catholic School,MPCP,487
2019-20,0000_1507,Blessed Savior Catholic School,SNSP,NA
2019-20,0000_1382,"Carter's Christian Academy, Inc.",MPCP,355
2019-20,0000_1382,"Carter's Christian Academy, Inc.",SNSP,NA
2019-20,0000_0309,Catholic East Elementary,MPCP,187
2019-20,0000_0309,Catholic East Elementary,SNSP,NA
2019-20,0000_1743,CERT School,MPCP,23
2019-20,0000_1743,CERT School,SNSP,0
2019-20,0000_1305,Christ St. Peter Lutheran School,MPCP,204
2019-20,0000_1305,Christ St. Peter Lutheran School,SNSP,3
2019-20,0000_1384,Christian Faith Academy of Higher Learning,MPCP,69
2019-20,0000_1384,Christian Faith Academy of Higher Learning,SNSP,NA
2019-20,0000_1044,Clara Mohammed School,MPCP,200
2019-20,0000_1044,Clara Mohammed School,SNSP,NA
2019-20,0000_1712,Cristo Rey Jesuit Milwaukee High School,MPCP,368
2019-20,0000_1712,Cristo Rey Jesuit Milwaukee High School,SNSP,NA
2019-20,0000_1489,Cross Trainers Academy,MPCP,350
2019-20,0000_1489,Cross Trainers Academy,SNSP,17
2019-20,0000_1491,Destiny High School,MPCP,253
2019-20,0000_1491,Destiny High School,SNSP,NA
2019-20,0000_1702,Divine Destiny School,MPCP,125
2019-20,0000_1702,Divine Destiny School,SNSP,NA
2019-20,0000_7870,Divine Mercy School,MPCP,33
2019-20,0000_7870,Divine Mercy School,SNSP,NA
2019-20,0000_0510,Divine Savior Holy Angels High School,MPCP,117
2019-20,0000_0510,Divine Savior Holy Angels High School,SNSP,NA
2019-20,0000_0530,Dominican High School,MPCP,88
2019-20,0000_0530,Dominican High School,SNSP,NA
2019-20,0000_1158,Early View Academy of Excellence,MPCP,332
2019-20,0000_1158,Early View Academy of Excellence,SNSP,NA
2019-20,0000_1218,Eastbrook Academy,MPCP,218
2019-20,0000_1218,Eastbrook Academy,SNSP,NA
2019-20,0000_1631,El Puente High School,MPCP,84
2019-20,0000_1631,El Puente High School,SNSP,28
2019-20,0000_0600,Elm Grove Lutheran School,MPCP,47
2019-20,0000_0600,Elm Grove Lutheran School,SNSP,NA
2019-20,0000_0690,First Immanuel Lutheran School,MPCP,8
2019-20,0000_0690,First Immanuel Lutheran School,SNSP,NA
2019-20,0000_0740,Garden Homes Lutheran School,MPCP,258
2019-20,0000_0740,Garden Homes Lutheran School,SNSP,NA
2019-20,0000_0790,Good Shepherd's Lutheran School - West Allis,MPCP,33
2019-20,0000_0790,Good Shepherd's Lutheran School - West Allis,SNSP,NA
2019-20,0000_1088,Grace Christian Academy - West Allis,MPCP,139
2019-20,0000_1088,Grace Christian Academy - West Allis,SNSP,NA
2019-20,0000_0818,Grace Lutheran School - Menomonee Falls,MPCP,54
2019-20,0000_0818,Grace Lutheran School - Menomonee Falls,SNSP,NA
2019-20,0000_0825,Grace Lutheran School - Oak Creek,MPCP,11
2019-20,0000_0825,Grace Lutheran School - Oak Creek,SNSP,NA
2019-20,0000_1165,Granville Lutheran School,MPCP,257
2019-20,0000_1165,Granville Lutheran School,SNSP,6
2019-20,0000_1345,Greater Holy Temple Christian Academy,MPCP,567
2019-20,0000_1345,Greater Holy Temple Christian Academy,SNSP,NA
2019-20,0000_1731,Guidance Academy,MPCP,156
2019-20,0000_1731,Guidance Academy,SNSP,NA
2019-20,0000_0840,Hales Corners Lutheran School,MPCP,74
2019-20,0000_0840,Hales Corners Lutheran School,SNSP,NA
2019-20,0000_0848,Heritage Christian Schools,MPCP,182
2019-20,0000_0848,Heritage Christian Schools,SNSP,15
2019-20,0000_0856,Hillel Academy,MPCP,73
2019-20,0000_0856,Hillel Academy,SNSP,9
2019-20,0000_1180,Holy Redeemer Christian Academy,MPCP,345
2019-20,0000_1180,Holy Redeemer Christian Academy,SNSP,NA
2019-20,0000_1408,HOPE Christian High School,MPCP,261
2019-20,0000_1408,HOPE Christian High School,SNSP,NA
2019-20,0000_1703,HOPE Christian School: Caritas,MPCP,493
2019-20,0000_1703,HOPE Christian School: Caritas,SNSP,NA
2019-20,0000_1729,HOPE Christian School: Fidelis,MPCP,483
2019-20,0000_1729,HOPE Christian School: Fidelis,SNSP,NA
2019-20,0000_1439,HOPE Christian School: Fortis,MPCP,495
2019-20,0000_1439,HOPE Christian School: Fortis,SNSP,NA
2019-20,0000_1315,HOPE Christian School: Prima,MPCP,573
2019-20,0000_1315,HOPE Christian School: Prima,SNSP,NA
2019-20,0000_1656,HOPE Christian School: Semper,MPCP,418
2019-20,0000_1656,HOPE Christian School: Semper,SNSP,NA
2019-20,0000_1568,Immanuel Lutheran School - Brookfield,MPCP,150
2019-20,0000_1568,Immanuel Lutheran School - Brookfield,SNSP,33
2019-20,0000_1527,Institute of Technology and Academics,MPCP,316
2019-20,0000_1527,Institute of Technology and Academics,SNSP,NA
2019-20,0000_1684,Jo's Learning Academy,MPCP,40
2019-20,0000_1684,Jo's Learning Academy,SNSP,NA
2019-20,0000_1630,Kettle Moraine Lutheran High School,MPCP,17
2019-20,0000_1630,Kettle Moraine Lutheran High School,SNSP,16
2019-20,0000_1774,Kingdom Prep Lutheran High School,MPCP,96
2019-20,0000_1774,Kingdom Prep Lutheran High School,SNSP,NA
2019-20,0000_1221,"King's Academy, Inc.",MPCP,201
2019-20,0000_1221,"King's Academy, Inc.",SNSP,NA
2019-20,0000_8730,Lamb of God Ev Lutheran School,MPCP,8
2019-20,0000_8730,Lamb of God Ev Lutheran School,SNSP,NA
2019-20,0000_1368,Living Word Lutheran High School,MPCP,26
2019-20,0000_1368,Living Word Lutheran High School,SNSP,4
2019-20,0000_2042,Luther Preparatory School,MPCP,23
2019-20,0000_2042,Luther Preparatory School,SNSP,NA
2019-20,0000_1742,Lutheran Special School & Education Services,MPCP,19
2019-20,0000_1742,Lutheran Special School & Education Services,SNSP,48
2019-20,0000_1374,Malaika Early Learning Center,MPCP,98
2019-20,0000_1374,Malaika Early Learning Center,SNSP,NA
2019-20,0000_1770,Marquette University High School,MPCP,117
2019-20,0000_1770,Marquette University High School,SNSP,NA
2019-20,0000_1782,Martin Luther High School - Greendale,MPCP,367
2019-20,0000_1782,Martin Luther High School - Greendale,SNSP,12
2019-20,0000_2880,Mary Queen of Saints Catholic Academy,MPCP,55
2019-20,0000_2880,Mary Queen of Saints Catholic Academy,SNSP,2
2019-20,0000_1606,Messmer Catholic Schools,MPCP,1337
2019-20,0000_1606,Messmer Catholic Schools,SNSP,6
2019-20,0000_1870,Milwaukee Lutheran High School,MPCP,740
2019-20,0000_1870,Milwaukee Lutheran High School,SNSP,33
2019-20,0000_1873,Milwaukee Seventh Day Adventist School,MPCP,181
2019-20,0000_1873,Milwaukee Seventh Day Adventist School,SNSP,NA
2019-20,0000_1910,Mother of Good Counsel School,MPCP,213
2019-20,0000_1910,Mother of Good Counsel School,SNSP,NA
2019-20,0000_1930,Mount Calvary Lutheran School,MPCP,182
2019-20,0000_1930,Mount Calvary Lutheran School,SNSP,NA
2019-20,0000_1980,Mount Lebanon Lutheran School,MPCP,231
2019-20,0000_1980,Mount Lebanon Lutheran School,SNSP,NA
2019-20,0000_1990,Mount Olive Lutheran School - Milwaukee,MPCP,140
2019-20,0000_1990,Mount Olive Lutheran School - Milwaukee,SNSP,NA
2019-20,0000_1996,Nativity Jesuit Academy,MPCP,234
2019-20,0000_1996,Nativity Jesuit Academy,SNSP,NA
2019-20,0000_1327,New Testament Christian Academy,MPCP,146
2019-20,0000_1327,New Testament Christian Academy,SNSP,NA
2019-20,0000_1575,Northwest Catholic School,MPCP,159
2019-20,0000_1575,Northwest Catholic School,SNSP,4
2019-20,0000_2030,Northwest Lutheran School,MPCP,231
2019-20,0000_2030,Northwest Lutheran School,SNSP,7
2019-20,0000_1095,Notre Dame School of Milwaukee,MPCP,490
2019-20,0000_1095,Notre Dame School of Milwaukee,SNSP,8
2019-20,0000_2105,Our Father's Lutheran School,MPCP,20
2019-20,0000_2105,Our Father's Lutheran School,SNSP,NA
2019-20,0000_2240,Our Lady Queen of Peace,MPCP,140
2019-20,0000_2240,Our Lady Queen of Peace,SNSP,NA
2019-20,0000_2291,Pilgrim Lutheran School - Wauwatosa,MPCP,226
2019-20,0000_2291,Pilgrim Lutheran School - Wauwatosa,SNSP,1
2019-20,0000_2300,Pius XI Catholic High School,MPCP,427
2019-20,0000_2300,Pius XI Catholic High School,SNSP,17
2019-20,0000_1205,Prince of Peace,MPCP,408
2019-20,0000_1205,Prince of Peace,SNSP,2
2019-20,0000_1530,"Right Step, Inc.",MPCP,78
2019-20,0000_1530,"Right Step, Inc.",SNSP,NA
2019-20,0000_1351,Risen Savior Lutheran School,MPCP,229
2019-20,0000_1351,Risen Savior Lutheran School,SNSP,NA
2019-20,0000_2750,Saint Adalbert School,MPCP,411
2019-20,0000_2750,Saint Adalbert School,SNSP,NA
2019-20,0000_2800,Saint Agnes School,MPCP,94
2019-20,0000_2800,Saint Agnes School,SNSP,NA
2019-20,0000_3100,Saint Anthony School - Milwaukee,MPCP,1568
2019-20,0000_3100,Saint Anthony School - Milwaukee,SNSP,25
2019-20,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,MPCP,1185
2019-20,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,SNSP,102
2019-20,0000_3410,Saint Catherine School,MPCP,122
2019-20,0000_3410,Saint Catherine School,SNSP,NA
2019-20,0000_3455,Saint Charles Borromeo Catholic School - Milwaukee,MPCP,117
2019-20,0000_3455,Saint Charles Borromeo Catholic School - Milwaukee,SNSP,3
2019-20,0000_3935,Saint Gregory the Great Parish School,MPCP,195
2019-20,0000_3935,Saint Gregory the Great Parish School,SNSP,NA
2019-20,0000_4070,Saint Jacobi Lutheran School,MPCP,36
2019-20,0000_4070,Saint Jacobi Lutheran School,SNSP,NA
2019-20,0000_4210,Saint Joan Antida High School,MPCP,143
2019-20,0000_4210,Saint Joan Antida High School,SNSP,NA
2019-20,0000_2850,Saint John Paul II School,MPCP,285
2019-20,0000_2850,Saint John Paul II School,SNSP,NA
2019-20,0000_4560,Saint John the Evangelist - Greenfield,MPCP,33
2019-20,0000_4560,Saint John the Evangelist - Greenfield,SNSP,NA
2019-20,0000_4460,Saint John's Lutheran School - Glendale,MPCP,39
2019-20,0000_4460,Saint John's Lutheran School - Glendale,SNSP,NA
2019-20,0000_4655,Saint John's Lutheran School - Milwaukee,MPCP,192
2019-20,0000_4655,Saint John's Lutheran School - Milwaukee,SNSP,NA
2019-20,0000_4950,Saint Josaphat Parish School,MPCP,172
2019-20,0000_4950,Saint Josaphat Parish School,SNSP,NA
2019-20,0000_8224,Saint Joseph Academy - Milwaukee,MPCP,460
2019-20,0000_8224,Saint Joseph Academy - Milwaukee,SNSP,NA
2019-20,0000_4980,Saint Joseph School - Wauwatosa,MPCP,44
2019-20,0000_4980,Saint Joseph School - Wauwatosa,SNSP,NA
2019-20,0000_5640,Saint Lucas Lutheran School,MPCP,100
2019-20,0000_5640,Saint Lucas Lutheran School,SNSP,4
2019-20,0000_5710,Saint Marcus Lutheran School,MPCP,746
2019-20,0000_5710,Saint Marcus Lutheran School,SNSP,81
2019-20,0000_5720,Saint Margaret Mary School,MPCP,133
2019-20,0000_5720,Saint Margaret Mary School,SNSP,NA
2019-20,0000_5830,Saint Martini Lutheran School,MPCP,167
2019-20,0000_5830,Saint Martini Lutheran School,SNSP,4
2019-20,0000_6690,Saint Matthias Parish School,MPCP,115
2019-20,0000_6690,Saint Matthias Parish School,SNSP,NA
2019-20,0000_7135,Saint Paul's Lutheran School - Cudahy,MPCP,9
2019-20,0000_7135,Saint Paul's Lutheran School - Cudahy,SNSP,NA
2019-20,0000_7265,Saint Paul's Lutheran School - Muskego,MPCP,12
2019-20,0000_7265,Saint Paul's Lutheran School - Muskego,SNSP,NA
2019-20,0000_7240,Saint Paul's Lutheran School - West Allis,MPCP,52
2019-20,0000_7240,Saint Paul's Lutheran School - West Allis,SNSP,NA
2019-20,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,MPCP,105
2019-20,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,SNSP,NA
2019-20,0000_1302,Saint Philip's Lutheran School,MPCP,145
2019-20,0000_1302,Saint Philip's Lutheran School,SNSP,NA
2019-20,0000_1200,Saint Rafael the Archangel School,MPCP,329
2019-20,0000_1200,Saint Rafael the Archangel School,SNSP,7
2019-20,0000_7670,Saint Roman Parish School,MPCP,284
2019-20,0000_7670,Saint Roman Parish School,SNSP,NA
2019-20,0000_7720,Saint Sebastian School,MPCP,222
2019-20,0000_7720,Saint Sebastian School,SNSP,NA
2019-20,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,MPCP,142
2019-20,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,SNSP,0
2019-20,0000_8371,Saint Thomas More High School,MPCP,244
2019-20,0000_8371,Saint Thomas More High School,SNSP,NA
2019-20,0000_3160,Saint Vincent Pallotti Catholic School,MPCP,161
2019-20,0000_3160,Saint Vincent Pallotti Catholic School,SNSP,NA
2019-20,0000_8075,Salam School,MPCP,764
2019-20,0000_8075,Salam School,SNSP,NA
2019-20,0000_8080,Salem Evangelical Lutheran School,MPCP,166
2019-20,0000_8080,Salem Evangelical Lutheran School,SNSP,NA
2019-20,0000_1704,"Shining Star Christian Schools, Inc.",MPCP,421
2019-20,0000_1704,"Shining Star Christian Schools, Inc.",SNSP,0
2019-20,0000_8217,Siloah Lutheran School,MPCP,90
2019-20,0000_8217,Siloah Lutheran School,SNSP,NA
2019-20,0000_1048,Tamarack Waldorf School,MPCP,180
2019-20,0000_1048,Tamarack Waldorf School,SNSP,14
2019-20,0000_1776,The City School,MPCP,160
2019-20,0000_1776,The City School,SNSP,NA
2019-20,0000_8379,Torah Academy of Milwaukee,MPCP,27
2019-20,0000_8379,Torah Academy of Milwaukee,SNSP,3
2019-20,0000_8505,Trinity Lutheran School - Caledonia,MPCP,3
2019-20,0000_8505,Trinity Lutheran School - Caledonia,SNSP,NA
2019-20,0000_8430,Trinity Lutheran School - Mequon,MPCP,57
2019-20,0000_8430,Trinity Lutheran School - Mequon,SNSP,NA
2019-20,0000_1253,Victory Christian Academy,MPCP,211
2019-20,0000_1253,Victory Christian Academy,SNSP,NA
2019-20,0000_1627,Wells Street Academy,MPCP,5
2019-20,0000_1627,Wells Street Academy,SNSP,14
2019-20,0000_8710,Wisconsin Academy,MPCP,23
2019-20,0000_8710,Wisconsin Academy,SNSP,NA
2019-20,0000_8720,Wisconsin Lutheran High School - Milwaukee,MPCP,399
2019-20,0000_8720,Wisconsin Lutheran High School - Milwaukee,SNSP,NA
2019-20,0000_0320,Word of Life Evangelical Lutheran School,MPCP,70
2019-20,0000_0320,Word of Life Evangelical Lutheran School,SNSP,NA
2019-20,0000_8740,Yeshiva Elementary School,MPCP,203
2019-20,0000_8740,Yeshiva Elementary School,SNSP,6
2019-20,0000_8800,Zion Lutheran School - Menomonee Falls,MPCP,34
2019-20,0000_8800,Zion Lutheran School - Menomonee Falls,SNSP,1
2020-21,0000_1652,Academy of Excellence,MPCP,802
2020-21,0000_1652,Academy of Excellence,SNSP,NA
2020-21,0000_0857,Aquinas Academy - Menomonee Falls,MPCP,16
2020-21,0000_0857,Aquinas Academy - Menomonee Falls,SNSP,NA
2020-21,0000_1263,"Atlas Preparatory Academy, Inc.",MPCP,559
2020-21,0000_1263,"Atlas Preparatory Academy, Inc.",SNSP,NA
2020-21,0000_1301,Atonement Lutheran School,MPCP,420
2020-21,0000_1301,Atonement Lutheran School,SNSP,NA
2020-21,0000_1791,"Bader Hillel High, Inc.",MPCP,26
2020-21,0000_1791,"Bader Hillel High, Inc.",SNSP,0
2020-21,0000_0105,Badger State Baptist School,MPCP,55
2020-21,0000_0105,Badger State Baptist School,SNSP,NA
2020-21,0000_1303,Believers in Christ Christian Academy,MPCP,195
2020-21,0000_1303,Believers in Christ Christian Academy,SNSP,NA
2020-21,0000_1304,Blessed Sacrament Catholic School,MPCP,169
2020-21,0000_1304,Blessed Sacrament Catholic School,SNSP,NA
2020-21,0000_1507,Blessed Savior Catholic School,MPCP,462
2020-21,0000_1507,Blessed Savior Catholic School,SNSP,NA
2020-21,0000_1382,"Carter's Christian Academy, Inc.",MPCP,276
2020-21,0000_1382,"Carter's Christian Academy, Inc.",SNSP,7
2020-21,0000_0309,Catholic East Elementary,MPCP,190
2020-21,0000_0309,Catholic East Elementary,SNSP,NA
2020-21,0000_1698,CERT School,MPCP,11
2020-21,0000_1698,CERT School,SNSP,0
2020-21,0000_1743,CERT School,MPCP,11
2020-21,0000_1743,CERT School,SNSP,0
2020-21,0000_1305,Christ St. Peter Lutheran School,MPCP,203
2020-21,0000_1305,Christ St. Peter Lutheran School,SNSP,2
2020-21,0000_1384,Christian Faith Academy of Higher Learning,MPCP,48
2020-21,0000_1384,Christian Faith Academy of Higher Learning,SNSP,NA
2020-21,0000_1044,Clara Mohammed School,MPCP,198
2020-21,0000_1044,Clara Mohammed School,SNSP,NA
2020-21,0000_1712,Cristo Rey Jesuit Milwaukee High School,MPCP,397
2020-21,0000_1712,Cristo Rey Jesuit Milwaukee High School,SNSP,NA
2020-21,0000_1489,Cross Trainers Academy,MPCP,374
2020-21,0000_1489,Cross Trainers Academy,SNSP,28
2020-21,0000_1491,Destiny High School,MPCP,204
2020-21,0000_1491,Destiny High School,SNSP,NA
2020-21,0000_1702,Divine Destiny School,MPCP,86
2020-21,0000_1702,Divine Destiny School,SNSP,NA
2020-21,0000_7870,Divine Mercy School,MPCP,16
2020-21,0000_7870,Divine Mercy School,SNSP,NA
2020-21,0000_0510,Divine Savior Holy Angels High School,MPCP,97
2020-21,0000_0510,Divine Savior Holy Angels High School,SNSP,NA
2020-21,0000_0530,Dominican High School,MPCP,88
2020-21,0000_0530,Dominican High School,SNSP,NA
2020-21,0000_1158,Early View Academy of Excellence,MPCP,233
2020-21,0000_1158,Early View Academy of Excellence,SNSP,NA
2020-21,0000_1218,Eastbrook Academy - Milwaukee,MPCP,246
2020-21,0000_1218,Eastbrook Academy - Milwaukee,SNSP,NA
2020-21,0000_1631,El Puente High School,MPCP,92
2020-21,0000_1631,El Puente High School,SNSP,27
2020-21,0000_0600,Elm Grove Lutheran School,MPCP,35
2020-21,0000_0600,Elm Grove Lutheran School,SNSP,NA
2020-21,0000_0690,First Immanuel Lutheran School - Cedarburg,MPCP,4
2020-21,0000_0690,First Immanuel Lutheran School - Cedarburg,SNSP,NA
2020-21,0000_0740,Garden Homes Lutheran School,MPCP,262
2020-21,0000_0740,Garden Homes Lutheran School,SNSP,NA
2020-21,0000_0790,Good Shepherd's Lutheran School - West Allis,MPCP,31
2020-21,0000_0790,Good Shepherd's Lutheran School - West Allis,SNSP,NA
2020-21,0000_1088,Grace Christian Academy - West Allis,MPCP,156
2020-21,0000_1088,Grace Christian Academy - West Allis,SNSP,NA
2020-21,0000_0818,Grace Lutheran School - Menomonee Falls,MPCP,53
2020-21,0000_0818,Grace Lutheran School - Menomonee Falls,SNSP,NA
2020-21,0000_0825,Grace Lutheran School - Oak Creek,MPCP,9
2020-21,0000_0825,Grace Lutheran School - Oak Creek,SNSP,NA
2020-21,0000_1165,Granville Lutheran School,MPCP,256
2020-21,0000_1165,Granville Lutheran School,SNSP,4
2020-21,0000_1345,Greater Holy Temple Christian Academy,MPCP,546
2020-21,0000_1345,Greater Holy Temple Christian Academy,SNSP,NA
2020-21,0000_1731,Guidance Academy,MPCP,156
2020-21,0000_1731,Guidance Academy,SNSP,NA
2020-21,0000_0840,Hales Corners Lutheran School,MPCP,68
2020-21,0000_0840,Hales Corners Lutheran School,SNSP,NA
2020-21,0000_0848,Heritage Christian Schools,MPCP,166
2020-21,0000_0848,Heritage Christian Schools,SNSP,14
2020-21,0000_0856,Hillel Academy,MPCP,71
2020-21,0000_0856,Hillel Academy,SNSP,8
2020-21,0000_1180,Holy Redeemer Christian Academy,MPCP,300
2020-21,0000_1180,Holy Redeemer Christian Academy,SNSP,NA
2020-21,0000_1408,Hope Christian High School,MPCP,265
2020-21,0000_1408,Hope Christian High School,SNSP,NA
2020-21,0000_1703,Hope Christian School: Caritas,MPCP,556
2020-21,0000_1703,Hope Christian School: Caritas,SNSP,NA
2020-21,0000_1729,Hope Christian School: Fidelis,MPCP,542
2020-21,0000_1729,Hope Christian School: Fidelis,SNSP,NA
2020-21,0000_1439,Hope Christian School: Fortis,MPCP,501
2020-21,0000_1439,Hope Christian School: Fortis,SNSP,NA
2020-21,0000_1315,Hope Christian School: Prima,MPCP,563
2020-21,0000_1315,Hope Christian School: Prima,SNSP,NA
2020-21,0000_1656,Hope Christian School: Semper,MPCP,465
2020-21,0000_1656,Hope Christian School: Semper,SNSP,NA
2020-21,0000_1568,Immanuel Lutheran School - Brookfield,MPCP,169
2020-21,0000_1568,Immanuel Lutheran School - Brookfield,SNSP,33
2020-21,0000_1527,Institute of Technology and Academics,MPCP,289
2020-21,0000_1527,Institute of Technology and Academics,SNSP,NA
2020-21,0000_1684,Jo's Learning Academy,MPCP,42
2020-21,0000_1684,Jo's Learning Academy,SNSP,NA
2020-21,0000_1742,Journeys Lutheran School,MPCP,21
2020-21,0000_1742,Journeys Lutheran School,SNSP,54
2020-21,0000_1630,Kettle Moraine Lutheran High School,MPCP,14
2020-21,0000_1630,Kettle Moraine Lutheran High School,SNSP,15
2020-21,0000_1774,Kingdom Prep Lutheran High School,MPCP,166
2020-21,0000_1774,Kingdom Prep Lutheran High School,SNSP,NA
2020-21,0000_1221,"King's Academy Christian School, Inc.",MPCP,191
2020-21,0000_1221,"King's Academy Christian School, Inc.",SNSP,NA
2020-21,0000_8730,Lamb of God Ev Lutheran School,MPCP,10
2020-21,0000_8730,Lamb of God Ev Lutheran School,SNSP,NA
2020-21,0000_1368,Living Word Lutheran High School,MPCP,42
2020-21,0000_1368,Living Word Lutheran High School,SNSP,7
2020-21,0000_2042,Luther Preparatory School,MPCP,39
2020-21,0000_2042,Luther Preparatory School,SNSP,NA
2020-21,0000_1374,Malaika Early Learning Center,MPCP,63
2020-21,0000_1374,Malaika Early Learning Center,SNSP,NA
2020-21,0000_1770,Marquette University High School,MPCP,96
2020-21,0000_1770,Marquette University High School,SNSP,NA
2020-21,0000_1782,Martin Luther High School - Greendale,MPCP,388
2020-21,0000_1782,Martin Luther High School - Greendale,SNSP,14
2020-21,0000_2880,Mary Queen of Saints Catholic Academy,MPCP,48
